Page,出願記事,登録記事,権利者記事,発明等の名称(漢字)記事,請求項の数記事,登録細項目記事,最終納付年分記事,更新日付
page-5180372,特許2011-512882(2009/06/08),5180372,ドイツ連邦共和国(391018178)ダブリュ．エル．ゴア　アンド　アソシエーツ，ゲゼルシャフト　ミット　ベシュレンクテル　ハフツング イタリア国(510326809)ダブリュ．エル．ゴア　アンド　アソシエーツ　ソチエタ　レスポンサビリタ　リミテ,下方のアッパー領域内にベンチレーションを有する靴と、そのために使用可能な空気透過性のスペーサ形成物,35,本権利は抹消されていない存続期間満了日(2029/06/08),11年,(2023/01/04)
page-5180457,特許2006-278297(2006/10/12),5180457,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,可変速度大電力機械用の電力変換器の方法および装置,5,本権利は抹消されていない存続期間満了日(2026/10/12),11年,(2023/01/04)
page-5180468,特許2006-344227(2006/12/21),5180468,アメリカ合衆国セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,半導体装置及びその製造方法,5,本権利は抹消されていない存続期間満了日(2026/12/21),11年,(2023/01/04)
page-5180722,特許2008-195785(2008/07/30),5180722,アメリカ合衆国セミコンダクター・コンポーネンツ・インダストリーズ・リミテッド・ライアビリティ・カンパニー,半導体装置の製造方法,4,本権利は抹消されていない存続期間満了日(2028/07/30),11年,(2023/01/04)
page-5180747,特許2008-229863(2008/09/08),5180747,ドイツ(501493587)アイシーティー　インテグレーテッド　サーキット　テスティング　ゲゼルシャフト　フィーア　ハルプライタープリーフテヒニック　エム　ベー　ハー,自動チップ形成を備える帯電粒子源,15,本権利は抹消されていない存続期間満了日(2028/09/08),11年,(2023/01/04)
page-5180989,特許2010-105597(2010/04/30),5180989,アメリカ合衆国(505212049)ジーエム・グローバル・テクノロジー・オペレーションズ・インコーポレーテッド,人型ロボットの自動制御のための方法及び装置,16,本権利は抹消されていない存続期間満了日(2030/04/30),11年,(2023/01/04)
page-5181079,特許2012-502073(2010/03/02),5181079,アメリカ合衆国(503455363)レイセオン　カンパニー,回路カードを接続する電気コネクタ,33,本権利は抹消されていない存続期間満了日(2030/03/02),11年,(2023/01/04)
page-5181261,特許2010-511340(2008/06/05),5181261,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,集積回路のためのコンタクトパッドおよびコンタクトパッドの形成方法,10,本権利は抹消されていない存続期間満了日(2028/06/05),11年,(2023/01/04)
page-5181708,特許2008-032933(2008/02/14),5181708,アメリカ合衆国イー　インク　コーポレイション,画像書き換え制御装置、情報表示装置およびプログラム,8,本権利は抹消されていない存続期間満了日(2028/02/14),11年,(2023/01/04)
page-5181815,特許2008-124359(2008/05/12),5181815,アメリカ合衆国マイクロチップ　テクノロジー　インコーポレイテッド,光学系及び原子発振器,8,本権利は抹消されていない存続期間満了日(2028/05/12),11年,(2023/01/04)
page-5182305,特許2010-039273(2006/07/14),5182305,アメリカ合衆国テキサス　インスツルメンツ　インコーポレイテッド,発光素子駆動装置,17,本権利は抹消されていない存続期間満了日(2026/07/14),11年,(2023/01/04)
page-5182603,特許2007-080404(2007/03/27),5182603,アメリカ合衆国イー　インク　コーポレイション,有機トランジスタ及び有機トランジスタの製造方法,7,本権利は抹消されていない存続期間満了日(2027/03/27),11年,(2023/01/04)
page-5182896,特許2009-531398(2007/09/26),5182896,シンガポールマキシオン　ソーラー　プライベート　リミテッド,成形太陽電池モジュールバスバー,25,本権利は抹消されていない存続期間満了日(2027/09/26),11年,(2023/01/04)
page-5182957,特許2009-245489(2009/10/26),5182957,アメリカ合衆国(501261300)エヌヴィディア　コーポレイション,アスペクト比変換のための画像データの可変スケーリング,8,本権利は抹消されていない存続期間満了日(2029/10/26),11年,(2023/01/04)
page-5183058,特許2006-314608(2006/11/21),5183058,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,急速温度勾配コントロールによる基板処理,20,本権利は抹消されていない存続期間満了日(2026/11/21),11年,(2023/01/04)
page-5183092,特許2007-119297(2007/04/27),5183092,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,二重温度帯を有する静電チャックをもつ基板支持体,11,本権利は抹消されていない存続期間満了日(2027/04/27),11年,(2023/01/04)
page-5183480,特許2008-533696(2006/09/27),5183480,アメリカ合衆国(595117091)ベクトン・ディキンソン・アンド・カンパニー,全身性炎症状態の予後又は診断のためのリゾホスファチジルコリンの検出,47,本権利は抹消されていない存続期間満了日(2026/09/27),11年,(2023/01/04)
page-5183738,特許2010-516112(2008/06/17),5183738,アメリカ合衆国(391026058)ザ　コカ・コーラ　カンパニー,移動式磁石を備える流量センサ,13,本権利は抹消されていない存続期間満了日(2028/06/17),11年,(2023/01/04)
page-5183765,特許2011-085466(2005/01/26),5183765,神奈川県横浜市(592243368)キュノ株式会社,フィルタハウジング,3,本権利は抹消されていない存続期間満了日(2025/01/26),11年,(2023/01/04)
page-5183793,特許2011-245498(2011/11/09),5183793,スイス国(511103672)スイスタイミング・リミテッド,進行中のスポーツ競技の進行時間を更新する方法,15,本権利は抹消されていない存続期間満了日(2031/11/09),11年,(2023/01/04)
page-5183805,特許2011-518786(2009/07/02),5183805,アメリカ合衆国(598100128)イーエルシー　マネージメント　エルエルシー,化粧品パッケージのためのシフターディッシュ挿入物,6,本権利は抹消されていない存続期間満了日(2029/07/02),11年,(2023/01/04)
page-5183975,特許2007-151238(2007/06/07),5183975,ベルギー(591060898)アイメック ベルギー(599098493)カトリーケ・ウニフェルジテイト・ルーベン・カー・イュー・ルーベン・アール・アンド・ディ,エンハンスモード電界効果デバイスおよびその製造方法,24,本権利は抹消されていない存続期間満了日(2027/06/07),11年,(2023/01/04)
page-5184087,特許2007-532659(2005/09/22),5184087,アメリカ合衆国(507006097)トリパス　イメージング，　インコーポレイテッド,ガンの予後のためのマーカー候補を分析および最適化するための方法およびコンピュータープログラム製品,25,本権利は抹消されていない存続期間満了日(2025/09/22),11年,(2023/01/04)
page-5184146,特許2008-050280(2008/02/29),5184146,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,解像度最適化装置、解像度最適化方法、ＭＲＩ装置、およびプログラム,18,本権利は抹消されていない存続期間満了日(2028/02/29),11年,(2023/01/04)
page-5184168,特許2008-077142(2008/03/25),5184168,フランス国(505277691)スネクマ,雹などの異物を偏向するための偏向システムを備えるターボ機械前部分,19,本権利は抹消されていない存続期間満了日(2028/03/25),11年,(2023/01/04)
page-5184220,特許2008-149817(2008/06/06),5184220,フランス国コルムーブ,血液循環導管内に移植されるキット,9,本権利は抹消されていない存続期間満了日(2028/06/06),11年,(2023/01/04)
page-5184340,特許2008-500806(2006/03/06),5184340,アメリカ合衆国(503235673)サンバイオ，インコーポレイティド,中枢神経系病変の治療のための物質の使用,13,本権利は抹消されていない存続期間満了日(2026/03/06),11年,(2023/01/04)
page-5184355,特許2008-524165(2006/07/26),5184355,アメリカ合衆国(501289751)タイコ　ヘルスケア　グループ　リミテッド　パートナーシップ,手術デバイス,10,本権利は抹消されていない存続期間満了日(2026/07/26),11年,(2023/01/04)
page-5184358,特許2008-530585(2006/09/12),5184358,フランス(591034154)フランス・テレコム,プリアンブルとデータフレームとを有する信号を伝送するための方法及びシステム,11,本権利は抹消されていない存続期間満了日(2026/09/12),11年,(2023/01/04)
page-5184506,特許2009-501442(2007/03/08),5184506,アメリカ合衆国(597115727)ローズマウント　インコーポレイテッド,高温圧力トランスミッタアセンブリ,7,本権利は抹消されていない存続期間満了日(2027/03/08),11年,(2023/01/04)
page-5184535,特許2009-529175(2007/08/23),5184535,バルバドス国(500332814)ボストン　サイエンティフィック　リミテッド,バルーン溶接部構造,20,本権利は抹消されていない存続期間満了日(2027/08/23),11年,(2023/01/04)
page-5184552,特許2009-544967(2008/01/03),5184552,アメリカ合衆国(503455363)レイセオン　カンパニー,コンピュータストレージシステム,21,本権利は抹消されていない存続期間満了日(2028/01/03),11年,(2023/01/04)
page-5184635,特許2010-518469(2008/07/30),5184635,アメリカ合衆国(591102637)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,画像のダイナミックレンジの増大,55,本権利は抹消されていない存続期間満了日(2028/07/30),11年,(2023/01/04)
page-5184655,特許2010-547762(2009/02/19),5184655,アメリカ合衆国(591025439)ザイリンクス　インコーポレイテッド,無線通信システムのためのブロック境界検出,14,本権利は抹消されていない存続期間満了日(2029/02/19),11年,(2023/01/04)
page-5184656,特許2010-548159(2009/02/27),5184656,フランス国(505277691)スネクマ,熱交換器システム,9,本権利は抹消されていない存続期間満了日(2029/02/27),11年,(2023/01/04)
page-5184663,特許2011-023266(2011/02/04),5184663,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,超音波画像表示装置用電源回路及び超音波画像表示装置,15,本権利は抹消されていない存続期間満了日(2031/02/04),11年,(2023/01/04)
page-5184773,特許2006-289952(2006/10/25),5184773,アメリカ合衆国(391020193)キャタピラー　インコーポレイテッド スイス(505236469)キャタピラー　エス　エー　アール　エル,圧力補償弁を有する油圧システム,3,本権利は抹消されていない存続期間満了日(2026/10/25),11年,(2023/01/04)
page-5184783,特許2006-539994(2004/11/17),5184783,アメリカ合衆国(506136483)バイオマリン　ファーマシューティカル　インコーポレイテッド スイス国(506165106)メルック　エプロファ　アクチェンゲゼルシャフト,テトラヒドロビオプテリン、及びテトラヒドロビオプテリン類似体の製造方法,24,本権利は抹消されていない存続期間満了日(2024/11/17),11年,(2023/01/04)
page-5184880,特許2007-500281(2005/02/22),5184880,イギリス国(508296554)アトランティック・イナーシャル・システムズ・リミテッド,加速度計,18,本権利は抹消されていない存続期間満了日(2025/02/22),11年,(2023/01/04)
page-5184890,特許2007-547030(2005/12/20),5184890,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,基板のための処理チャンバ,6,本権利は抹消されていない存続期間満了日(2025/12/20),11年,(2023/01/04)
page-5184899,特許2008-009098(2008/01/18),5184899,アメリカ合衆国(300019238)ジーイー・メディカル・システムズ・グローバル・テクノロジー・カンパニー・エルエルシー,磁気共鳴イメージング装置,9,本権利は抹消されていない存続期間満了日(2028/01/18),11年,(2023/01/04)
page-5185137,特許2008-551394(2007/01/19),5185137,アメリカ合衆国(500324750)バリアン・セミコンダクター・エクイップメント・アソシエイツ・インコーポレイテッド,リボンビームの均一性向上のための装置、担体およびその方法,15,本権利は抹消されていない存続期間満了日(2027/01/19),11年,(2023/01/04)
page-5185292,特許2009-549080(2008/02/02),5185292,アメリカ合衆国(505324858)フレゼニウス　メディカル　ケア　ホールディングス　インコーポレーテッド,流れる液体に含まれる気泡及び粒子の少なくとも１方を検出し、定量化する超音波システム,13,本権利は抹消されていない存続期間満了日(2028/02/02),11年,(2023/01/04)
page-5185337,特許2010-178268(2005/04/12),5185337,オランダ(502112267)ドルビー・インターナショナル・アクチボラゲット,レベル・パラメータを生成する装置と方法、及びマルチチャネル表示を生成する装置と方法,9,本権利は抹消されていない存続期間満了日(2025/04/12),11年,(2023/01/04)
page-5185340,特許2010-183775(2005/04/12),5185340,オランダ(502112267)ドルビー・インターナショナル・アクチボラゲット,マルチチャネルオーディオ信号を表示するための装置と方法,31,本権利は抹消されていない存続期間満了日(2025/04/12),11年,(2023/01/04)
page-5185369,特許2010-506156(2007/04/27),5185369,アメリカ合衆国(508004502)ペレグリン　セミコンダクター　コーポレイション,スタック電圧耐性を高めるためのキャパシタンス調整,30,本権利は抹消されていない存続期間満了日(2027/04/27),11年,(2023/01/04)
page-5185400,特許2010-546377(2009/02/12),5185400,フランス国(508288744)アイデミア・アイデンティティ・アンド・セキュリティー・フランス,空中で指紋を得るためのデバイス,14,本権利は抹消されていない存続期間満了日(2029/02/12),11年,(2023/01/13)
page-5185496,特許2005-297635(2005/10/12),5185496,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,炉心スプレー多孔分散管Ｔボックス取付け組立品,15,本権利は抹消されていない存続期間満了日(2025/10/12),11年,(2023/01/04)
page-5185569,特許2007-149907(2007/06/06),5185569,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,蛇行冷却回路及びシュラウドを冷却する方法,7,本権利は抹消されていない存続期間満了日(2027/06/06),11年,(2023/01/04)
page-5185596,特許2007-285659(2007/11/02),5185596,アメリカ合衆国(390041542)ゼネラル・エレクトリック・カンパニイ,液体中の汚染物質の検出方法,10,本権利は抹消されていない存続期間満了日(2027/11/02),11年,(2023/01/04)
page-5185620,特許2007-537215(2005/10/20),5185620,デンマーク国(596113096)ノボ・ノルデイスク・エー／エス,ねじりバネ及び回転表示器を備えた注入装置,12,本権利は抹消されていない存続期間満了日(2025/10/20),11年,(2023/01/04)
page-5185697,特許2008-140179(2008/05/28),5185697,東京都中野区シナプティクス・ジャパン合同会社,表示装置、表示パネルドライバ、表示パネルの駆動方法、及び表示パネルドライバへの画像データ供給方法,13,本権利は抹消されていない存続期間満了日(2028/05/28),11年,(2023/01/04)
page-5185811,特許2008-505410(2006/04/03),5185811,バルバドス国(500332814)ボストン　サイエンティフィック　リミテッド,多段分類器を用いた画像分割のためのシステム及び方法,27,本権利は抹消されていない存続期間満了日(2026/04/03),11年,(2023/01/04)
page-5185834,特許2008-558454(2007/02/27),5185834,バルバドス国(500332814)ボストン　サイエンティフィック　リミテッド,ハブを有する植込型医療用内部人工器官搬送システム,23,本権利は抹消されていない存続期間満了日(2027/02/27),11年,(2023/01/04)
page-5185879,特許2009-099487(2009/04/16),5185879,イスラエル国(506226186)マイクロセミ　イスラエル　ストレージ　ソリューションズ　リミテッド,サービス連続性を維持しつつパッシブ光ネットワークにおける電力消費量を低減するための方法および装置,16,本権利は抹消されていない存続期間満了日(2029/04/16),11年,(2023/01/04)
page-5185932,特許2009-523853(2007/08/10),5185932,アメリカ合衆国(390040660)アプライド　マテリアルズ　インコーポレイテッド,ロボット・リスト・アセンブリの為の方法および装置,11,本権利は抹消されていない存続期間満了日(2027/08/10),11年,(2023/01/04)
page-5186207,特許2007-511033(2005/04/28),5186207,アメリカ合衆国(591163214)ドナルドソン　カンパニー，インコーポレイティド,フィルタの構造、ハウジング、アセンブリ、および方法,9,本権利は抹消されていない存続期間満了日(2025/04/28),11年,(2023/01/04)
page-5186247,特許2008-052867(2008/03/04),5186247,大阪府大阪市(000002934)武田薬品工業株式会社,カード型包装体,13,本権利は抹消されていない存続期間満了日(2028/03/04),11年,(2023/01/04)
page-5186368,特許2008-521473(2006/07/10),5186368,アメリカ合衆国(398029692)ブルックス　オートメーション　インコーポレイテッド,不等長リンクスカラアーム,23,本権利は抹消されていない存続期間満了日(2026/07/10),11年,(2023/01/04)
page-5186379,特許2008-536884(2006/10/27),5186379,アメリカ合衆国レスメド・モーター・テクノロジーズ・インコーポレーテッド,単段式ブロワ又は多段式ブロワ及び入れ子式渦形室及び／又は該渦形室のための羽根車,26,本権利は抹消されていない存続期間満了日(2026/10/27),11年,(2023/01/04)
page-5186492,特許2009-512281(2007/05/23),5186492,アメリカ合衆国(500080214)イー　インク　コーポレイション,電気光学ディスプレイを駆動する方法,23,本権利は抹消されていない存続期間満了日(2027/05/23),11年,(2023/01/04)
page-5186500,特許2009-525604(2007/08/21),5186500,アメリカ合衆国(501144003)アナログ・デバイシズ・インコーポレーテッド,信号変化を特定する方法、および同方法を実現するように配設された回路を含む装置,22,本権利は抹消されていない存続期間満了日(2027/08/21),11年,(2023/01/04)
page-5186510,特許2009-553646(2008/03/14),5186510,アメリカ合衆国(591102637)ドルビー　ラボラトリーズ　ライセンシング　コーポレイション,スピーチ明瞭度強化方法と装置,8,本権利は抹消されていない存続期間満了日(2028/03/14),11年,(2023/01/04)
page-5186530,特許2010-106809(2005/02/09),5186530,アメリカ合衆国(505307471)インテグリス・インコーポレーテッド,フローモニタリングおよび制御のためのシステムおよび方法,11,本権利は抹消されていない存続期間満了日(2025/02/09),11年,(2023/01/04)
page-5186583,特許2011-112901(2005/04/13),5186583,アメリカ合衆国(599006351)アドバンスド　テクノロジー　マテリアルズ，インコーポレイテッド,上部スペースの気体除去を伴う、液体分配のための方法およびシステム,46,本権利は抹消されていない存続期間満了日(2025/04/13),11年,(2023/01/04)
